Facility Name,City,County,State,ZIP,Latitude,Longitude,Industry Sector,Carcinogen,Stack Air,Water,Underground,On-Site Release Total
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,3663.33,0.0,0.0,7763914.0
INEOS STYROLUTION AMERICA LLC,CHANNAHON,WILL,IL,60410,41.412228,-88.197151,Chemicals,YES,36976.0,1.2,0.0,41178.0
CABOT CORP VILLE PLATTE PLANT,VILLE PLATTE,EVANGELINE PARISH,LA,70586,30.7492,-92.2532,Chemicals,NO,50339.0,0.0,0.0,56305.0
FORMOSA PLASTICS CORP LOUISIANA,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.5038,-91.186496,Chemicals,NO,77476.0,0.0,0.0,77692.0
NEVADA GOLD MINES LLC - GOLDSTRIKE MINES INC,CARLIN,ELKO,NV,89822,40.974445,-116.349998,Metal Mining,NO,63.0,0.0,0.0,1062769.0
THOMPSON CREEK MINING CO,CLAYTON,CUSTER,ID,83227,44.310829,-114.545294,Metal Mining,NO,0.0,29253.0,0.0,175224.0
ADVANCED ARCHITECTURAL PRODUCTS,HAMILTON,ALLEGAN,MI,49419,42.665939,-85.99215,Plastics and Rubber,YES,11487.0,0.0,0.0,11487.0
CLIMAX MOLYBDENUM CO HENDERSON MILL,PARSHALL,GRAND,CO,80468,39.858306,-106.083374,Metal Mining,NO,1.2,0.0,0.0,1260075.0
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,SALT LAKE,UT,84103,40.791667,-111.902778,Petroleum,NO,8700.0,0.0,0.0,8700.0
HONEYWELL INTERNATIONAL INC-BATON ROUGE PLANT,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.474444,-91.183056,Chemicals,NO,95.05,0.0,0.0,5573.25
ISP CHEMICALS LLC,CALVERT CITY,MARSHALL,KY,42029,37.047737,-88.35866,Chemicals,NO,61386.0,2136.0,0.0,64534.0
CHACO GAS PLANT,BLOOMFIELD,SAN JUAN,NM,87413,36.4838,-108.1199,Natural Gas Processing,YES,41000.0,0.0,0.0,41000.0
VALERO REFINING - NEW ORLEANS LLC,NORCO,ST. CHARLES PARISH,LA,70079,29.985278,-90.392778,Petroleum,NO,15058.0,5.0,0.0,20068.0
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,NO,18482.0,0.0,0.0,18482.0
SHELL NORCO CHEMICAL PLANT,NORCO,ST. CHARLES PARISH,LA,70079,30.000964,-90.403863,Chemicals,NO,1562.41,0.0,0.0,12539.64
BORGER CARBON BLACK PLANT,BORGER,HUTCHINSON,TX,79007,35.665516,-101.435748,Chemicals,NO,15411.0,0.0,0.0,15411.0
FIREBIRD PRODUCTS LLC,GLENDALE,MARICOPA,AZ,85301,33.52451,-112.17371,Plastics and Rubber,YES,6290.38,0.0,0.0,8387.17
WESTLAKE CHEMICALS & VINYLS LLC,ABERDEEN,MONROE,MS,39730,33.813472,-88.559444,Chemicals,YES,4210.0,0.0,0.0,8623.0
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,NO,0.0,0.0,0.0,16973.0
FORTE PRODUCTS,CHERRYVALE,MONTGOMERY,KS,67335,37.27692,-95.5565,Plastics and Rubber,YES,10993.32,0.0,0.0,12214.8
NAN YA PLASTICS CORP AMERICA,LAKE CITY,FLORENCE,SC,29560,33.83751,-79.75531,Chemicals,YES,33724.0,0.0,0.0,50207.0
ISP CHEMICALS LLC,CALVERT CITY,MARSHALL,KY,42029,37.047737,-88.35866,Chemicals,NO,0.0,201499.0,0.0,201499.0
FORT KNOX MINE,FAIRBANKS,FAIRBANKS NORTH STAR BOROUGH,AK,99712,64.99953,-147.358107,Metal Mining,NO,21.0,0.0,0.0,8811050.0
ECHO SPRINGS GAS PLANT,CARBON,CARBON,WY,82301,41.6473,-107.825,Natural Gas Processing,NO,950.0,0.0,0.0,9450.0
MESA FULLY FORMED LLC,MESA,MARICOPA,AZ,85210,33.39502,-111.82762,Chemicals,YES,6176.0,0.0,0.0,8419.0
MOBIL CHEMICAL CO BEAUMONT POLYETHYLENE PLANT,BEAUMONT,JEFFERSON,TX,77713,30.068247,-94.23005,Chemicals,NO,400000.0,0.0,0.0,532000.0
CARBON GREEN BIOENERGY,LAKE ODESSA,BARRY,MI,48849,42.76601,-85.07428,Chemicals,YES,9033.82,0.0,0.0,9042.69
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,NO,12552.0,0.0,0.0,36311.0
PCS PHOSPHATE CO INC,AURORA,BEAUFORT,NC,27806,35.37745,-76.778816,Chemicals,NO,50198.0,0.0,0.0,50198.0
BP CHERRY POINT REFINERY,BLAINE,WHATCOM,WA,98230,48.884,-122.735,Petroleum,NO,4356.0,116.0,0.0,23745.0
HUNTSMAN ADVANCED MATERIALS AMERICAS LLC,AKRON,SUMMIT,OH,44301,41.046944,-81.534722,Chemicals,YES,5396.0,0.0,0.0,9831.0
ISP TECHNOLOGIES INC,TEXAS CITY,GALVESTON,TX,77590,29.428586,-94.968558,Chemicals,NO,104.0,0.0,0.0,387119.0
GREEN PLAINS SUPERIOR LLC,SUPERIOR,DICKINSON,IA,51363,43.433379,-94.954221,Chemicals,YES,7100.0,0.0,0.0,7105.0
EXXONMOBIL CHEMICAL CO BAYTOWN OLEFINS PLANT (PART),BAYTOWN,HARRIS,TX,77520,29.73934,-95.022404,Chemicals,YES,30000.0,0.0,0.0,30000.0
ARCLIN USA LLC,SPRINGFIELD,LANE,OR,97477,44.04847,-122.985994,Chemicals,NO,179.0,0.0,0.0,5246.0
CRC INDUSTRIES INC,WARMINSTER,BUCKS,PA,18974,40.208122,-75.080612,Chemicals,NO,0.0,0.0,0.0,6490.0
CHEMOURS CHAMBERS WORKS,DEEPWATER,SALEM,NJ,8023,39.682362,-75.491379,Chemicals,NO,10000.0,0.0,0.0,10000.0
SMITHERS-OASIS NA,KENT,PORTAGE,OH,44240,41.16193,-81.35416,Plastics and Rubber,YES,6322.0,0.0,0.0,6978.0
CREATIVE LIQUID COATINGS INC.,KENDALLVILLE,NOBLE,IN,46755,41.440638,-85.218049,Plastics and Rubber,NO,31793.58,0.0,0.0,35326.2
FIBER GLASS SYSTEMS L.P.,GRAND BAY,MOBILE,AL,36541,30.49851,-88.32696,Chemicals,YES,48127.0,0.0,0.0,48127.0
BIG WEST OIL LLC,NORTH SALT LAKE,DAVIS,UT,84054,40.838386,-111.921443,Petroleum,NO,53996.0,0.0,0.0,53996.61
INDORAMA VENTURES OLEFINS LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.190568,-93.325823,Chemicals,NO,6500.0,0.0,0.0,6500.0
AUX SABLE MIDSTREAM,PALERMO,MOUNTRAIL,ND,58769,48.301368,-102.220815,Natural Gas Processing,NO,5042.0,0.0,0.0,5042.0
OCCIDENTAL CHEMICAL CORP,WICHITA,SEDGWICK,KS,67215,37.581667,-97.425278,Chemicals,NO,8977.0,0.0,0.0,229269.0
EVONIK CORP TIPPECANOE LABORATORIES,LAFAYETTE,TIPPECANOE,IN,47909,40.390544,-86.936174,Chemicals,NO,0.0,307780.0,0.0,307780.0
SHERWIN-WILLIAMS CO,KANKAKEE,KANKAKEE,IL,60901,41.130319,-87.856402,Chemicals,NO,12417.0,0.0,0.0,13548.0
PRAXIS COS LLC,SAVANNAH,HARDIN,TN,38372,35.16307,-88.2284,Plastics and Rubber,NO,13200.0,0.0,0.0,13200.0
HECLA GREENS CREEK MINING CO,JUNEAU,JUNEAU CITY AND BOROUGH,AK,99801,58.081802,-134.641206,Metal Mining,NO,6798.0,130.0,0.0,75596269.0
LSB CHEMICAL L.L.C,EL DORADO,UNION,AR,71730,33.26584,-92.688678,Chemicals,NO,207704.19,58527.0,0.0,404546.01
BASF CORP - FREEPORT SITE,FREEPORT,BRAZORIA,TX,77541,29.002075,-95.399777,Chemicals,NO,415.6,57709.0,0.0,58659.3
CLIMAX MOLYBDENUM CO HENDERSON MILL,PARSHALL,GRAND,CO,80468,39.858306,-106.083374,Metal Mining,YES,0.0,0.0,0.0,12000.0
WESTERN EL PASO REFINERY,EL PASO,EL PASO,TX,79905,31.768889,-106.401667,Petroleum,YES,1294.684,0.0,0.0,6342.322
ORION ENGINEERED CARBONS ORANGE PLANT,ORANGE,ORANGE,TX,77632,30.153872,-93.727108,Chemicals,NO,44615.0,0.0,0.0,44698.5
SACO AEI,SHEBOYGAN,SHEBOYGAN,WI,53081,43.72117,-87.74897,Chemicals,NO,5627.0,0.0,0.0,5627.0
CHEVRON PRODUCTS CO RICHMOND REFINERY,RICHMOND,CONTRA COSTA,CA,94801,37.938779,-122.396453,Petroleum,NO,210000.0,8705.0,0.0,219235.0
LFM-GIDDINGS HQ EAST,GIDDINGS,LEE,TX,78942,30.18525,-96.95631,Plastics and Rubber,YES,35826.0,0.0,0.0,35826.0
ANDREWS PLANT,ANDREWS,ANDREWS,TX,79714,32.341875,-102.5556,Plastics and Rubber,YES,37987.0,0.0,0.0,37997.0
PHILLIPS 66 CO SWEENY REFINERY COMPLEX,OLD OCEAN,BRAZORIA,TX,77463,29.070847,-95.750363,Petroleum,NO,8580.0,0.0,0.0,11036.0
LOUISIANA PIGMENT CO LP,WESTLAKE,CALCASIEU PARISH,LA,70669,30.196389,-93.306944,Chemicals,NO,0.9,29.0,0.0,11280.9
ROCA BATHROOM PRODUCTS INC.,WACO,MCLENNAN,TX,76704,31.568932,-97.102265,Plastics and Rubber,YES,21058.0,0.0,0.0,21098.9
INOAC EXTERIOR SYSTEMS LLC,FREMONT,SANDUSKY,OH,43420,41.364093,-83.152116,Plastics and Rubber,NO,26168.691,0.0,0.0,26168.691
UNION CARBIDE CORP SEADRIFT PLANT,SEADRIFT,CALHOUN,TX,77983,28.510636,-96.771527,Chemicals,NO,23281.0,0.0,0.0,25125.3
MARTINEZ REFINING CO LLC,MARTINEZ,CONTRA COSTA,CA,94553,38.016594,-122.115392,Petroleum,NO,4100.0,570.0,0.0,8944.0
OXY VINYLS LP LA PORTE VCM PLANT,LA PORTE,HARRIS,TX,77571,29.7237,-95.07408,Chemicals,NO,22.22,0.0,0.0,5774.49
DIAMOND CRYO,BALMORHEA,REEVES,TX,79718,31.049039,-103.734457,Natural Gas Processing,NO,10836.2,0.0,0.0,11076.2
WILBARA LLC,WILMINGTON,NEW HANOVER,NC,28401,34.23497,-77.94599,Chemicals,NO,9906.0,0.0,0.0,14453.0
ALPEK POLYESTER MISSISSIPPI INC,BAY SAINT LOUIS,HANCOCK,MS,39520,30.233028,-89.561667,Chemicals,YES,15315.0,0.0,0.0,19253.0
BASF CORP,MC INTOSH,WASHINGTON,AL,36553,31.2789,-88.0043,Chemicals,NO,3432.0,0.0,0.0,7910.0
OCCIDENTAL CHEMICAL HOLDING CORP - GEISMAR PLANT,GEISMAR,ASCENSION PARISH,LA,70734,30.181862,-90.986959,Chemicals,NO,22166.0,0.0,0.0,22948.0
SHINTECH INC,FREEPORT,BRAZORIA,TX,77541,28.993626,-95.357721,Chemicals,YES,9395.0,0.0,0.0,19263.0
WILSONART LLC TEMPLE NORTH,TEMPLE,BELL,TX,76504,31.097156,-97.365466,Plastics and Rubber,NO,5045.0,0.0,0.0,5380.0
JERRITT CANYON MINE,ELKO,ELKO,NV,89801,41.408933,-115.904286,Metal Mining,NO,0.9,0.0,0.0,18075.7
CHEVRON PRODUCTS CO - SALT LAKE REFINERY,SALT LAKE CITY,SALT LAKE,UT,84116,40.824668,-111.930772,Petroleum,NO,3966.73,4.0,0.0,5924.54
CHALMETTE REFINING LLC,CHALMETTE,ST. BERNARD PARISH,LA,70043,29.936411,-89.972954,Petroleum,NO,2700.0,0.0,0.0,12399.0
INEOS OXIDE BAYPORT EO PLANT,PASADENA,HARRIS,TX,77507,29.627167,-95.080194,Chemicals,NO,5646.0,0.0,0.0,5646.0
THURSDAY POOLS,FORTVILLE,HANCOCK,IN,46040,39.934324,-85.837121,Plastics and Rubber,YES,257340.0,0.0,0.0,257590.0
MARQUIS ENERGY - ILLINOIS LLC,HENNEPIN,PUTNAM,IL,61327,41.276218,-89.31781,Chemicals,YES,12892.0,0.0,0.0,13585.0
PINTO VALLEY MINE,MIAMI,GILA,AZ,85539,33.417445,-110.98421,Metal Mining,NO,0.0,0.0,0.0,89500.0
WHITE SPRINGS AGRICULTURAL CHEMICALS INC. - NUTRIEN,WHITE SPRINGS,HAMILTON,FL,32096,30.440833,-82.788056,Chemicals,NO,68592.0,34701.0,0.0,143247.0
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,250.0,5.0,0.0,29465.0
MICRONUTRIENTS USA LLC,INDIANAPOLIS,MARION,IN,46231,39.743333,-86.298333,Chemicals,NO,905.0,5.0,0.0,13911.0
RUBICON LLC,GEISMAR,ASCENSION PARISH,LA,70734,30.1989,-91.0085,Chemicals,NO,130.0,0.0,0.0,150240.0
NOV FIBER GLASS SYSTEMS - CONTAINMENT SOLUTIONS,MOUNT UNION,HUNTINGDON,PA,17066,40.36458,-77.86462,Plastics and Rubber,YES,98000.0,0.0,0.0,107800.0
PATRICK INDUSTRIES INC. DBA BAYMONT COMPOSITES,BURNSVILLE,TISHOMINGO,MS,38833,34.830378,-88.317794,Plastics and Rubber,YES,20360.0,0.0,0.0,20360.0
MALLINCKRODT PHARMACEUTICALS,RALEIGH,WAKE,NC,27616,35.90059,-78.56164,Chemicals,NO,0.0,23398.0,0.0,40822.0
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,31399.0,0.0,0.0,33501.0
KOCH FERTILIZER FT. DODGE LLC,DUNCOMBE,WEBSTER,IA,50532,42.499406,-94.017177,Chemicals,NO,534802.0,9.0,0.0,675360.0
NEVADA GOLD MINES LLC - TURQUOISE RIDGE,GOLCONDA,HUMBOLDT,NV,89414,41.216,-117.212,Metal Mining,NO,0.0,0.0,0.0,24495.0
INEOS NITRILES USA LLC           GREEN LAKE PLANT,PORT LAVACA,CALHOUN,TX,77979,28.570964,-96.83341,Chemicals,NO,4963.64,0.0,0.0,9415.74
MOSAIC FERTILIZER LLC-BARTOW,BARTOW,POLK,FL,33830,27.906116,-81.916555,Chemicals,NO,1.0,21.0,0.0,48022.0
MAAX US CORP,BELLINGHAM,WHATCOM,WA,98226,48.781591,-122.447329,Plastics and Rubber,YES,21528.0,0.0,0.0,23920.0
BAKELITE CHEMICALS LLC,TAYLORSVILLE,SMITH,MS,39168,31.839383,-89.460434,Chemicals,YES,14000.0,20.0,0.0,14660.0
CRIMSON OAK GROVE RESOURCES INC.,BESSEMER,JEFFERSON,AL,35023,33.458434,-87.031157,Coal Mining,YES,0.0,0.0,0.0,17290.31
BASF CORP - BEAUMONT,BEAUMONT,JEFFERSON,TX,77705,29.971389,-94.053333,Chemicals,NO,552.0,0.0,0.0,94000.0
COEUR ALASKA INC KENSINGTON GOLD PROJECT,JUNEAU,JUNEAU CITY AND BOROUGH,AK,99801,58.86749,-135.104756,Metal Mining,NO,3.0,6.0,0.0,61009.0
DEER PARK REFINING LP,DEER PARK,HARRIS,TX,77536,29.722222,-95.126944,Petroleum,YES,13000.0,0.0,0.0,13190.0
LYONDELL CHEMICAL CO,CHANNELVIEW,HARRIS,TX,77530,29.816654,-95.107603,Chemicals,YES,78820.0,0.0,0.0,106415.0
ASCEND PERFORMANCE MATERIALS-CHOCOLATE BAYOU PLANT,ALVIN,BRAZORIA,TX,775110000,29.231225,-95.196088,Chemicals,NO,0.0,0.0,0.0,1454061.0
DOW CHEMICAL CO FREEPORT FACILITY,FREEPORT,BRAZORIA,TX,775413257,28.980147,-95.342272,Chemicals,YES,4355.0,0.0,0.0,15336.0
POGO MINE,DELTA JUNCTION,SOUTHEAST FAIRBANKS CENSU,AK,99737,64.449722,-144.939623,Metal Mining,NO,6.26,9.29,0.0,200309.65
DUPONT SPECIALTY PRODUCTS USA LLC - SPRUANCE PLANT,NORTH CHESTERFIELD,CHESTERFIELD,VA,23234,37.45093,-77.43415,Chemicals,NO,35384.0,4769.0,0.0,40153.0
FREEPORT_OLIN BC,FREEPORT,BRAZORIA,TX,77541,28.969389,-95.379528,Chemicals,YES,3946.0,0.0,0.0,7660.0
WESTLAKE VINYLS INC,CALVERT CITY,MARSHALL,KY,42029,37.051111,-88.334167,Chemicals,YES,208.56,1.606,0.0,7493.456
LOUISIANA INTEGRATED POLYETHYLENE JV LLC,WESTLAKE,CALCASIEU PARISH,LA,70669,30.24502,-93.27563,Chemicals,NO,6117.0,0.0,0.0,8193.0
DGP INC,MARLETTE,SANILAC,MI,48453,43.323688,-83.081097,Plastics and Rubber,YES,8046.26,0.0,0.0,13872.87
DIAMOND SHAMROCK REFINING CO LP,SUNRAY,MOORE,TX,79086,35.951944,-101.873889,Petroleum,NO,250.0,0.0,0.0,16750.0
LIMA REFINING CO,LIMA,ALLEN,OH,45804,40.720649,-84.122623,Petroleum,NO,5003.0,0.0,0.0,7006.0
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,NO,95000.0,0.0,0.0,95360.0
COS-MAR CO,CARVILLE,IBERVILLE PARISH,LA,70721,30.225083,-91.069424,Chemicals,NO,8500.0,0.41,0.0,10800.41
WOOD RIVER REFINERY,ROXANA,MADISON,IL,62084,38.840401,-90.070774,Petroleum,YES,5612.0,0.0,0.0,9697.0
HUNT SOUTHLAND REFINING CO-SANDERSVILLE,SANDERSVILLE,JONES,MS,39477,31.8167,-89.0089,Petroleum,NO,322.0,0.0,0.0,5747.0
KURARAY AMERICA INC,LAPORTE,HARRIS,TX,77571,29.702719,-95.03659,Chemicals,NO,0.0,0.0,0.0,26264.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,YES,11053.0,5.0,0.0,23979.0
MARATHON PETROLEUM CO LP,GARYVILLE,ST. JOHN THE BAPTIST PARISH,LA,70051,30.06132,-90.59353,Petroleum,NO,13546.0,0.0,0.0,27760.0
WESTLAKE PETROCHEMICALS ETHYLENE,SULPHUR,CALCASIEU PARISH,LA,70665,30.177,-93.357,Chemicals,YES,7092.96,0.0,0.0,8182.71
OLIVER FIBERGLASS PRODUCTS,HOHENWALD,LEWIS,TN,38462,35.56204,-87.53048,Plastics and Rubber,YES,94054.0,1.0,0.0,96877.0
WESTLAKE VINYLS INC. - PVC PLANT,CALVERT CITY,MARSHALL,KY,42029,37.045833,-88.350556,Chemicals,NO,89609.0,0.0,0.0,89609.0
LSB CHEMICAL LLC,CHEROKEE,COLBERT,AL,35616,34.80302,-87.93974,Chemicals,NO,67730.0,0.0,0.0,68229.0
CHEVRON PHILLIPS CHEMICAL CO LP BORGER PLANT,BORGER,HUTCHINSON,TX,79007,35.6995,-101.353083,Chemicals,NO,0.0,0.0,0.0,6125.6
BRENNTAG PACIFIC INC.,DICKINSON,STARK,ND,58601,46.87614,-102.7414,Chemical Wholesalers,NO,6261.48,0.0,0.0,7654.83
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,YES,20417.0,2.0,0.0,28437.0
INNOVATIVE WATER CARE LLC,SOUTH CHARLESTON,KANAWHA,WV,25303,38.365333,-81.706116,Chemicals,NO,11228.0,0.0,0.0,12610.0
OHIO REFINING CO,OREGON,LUCAS,OH,43616,41.679167,-83.449722,Petroleum,NO,4400.0,0.0,0.0,5240.0
ENTERPRISE PRODUCTS OPERATING LLC BATON ROUGE FRACTIONATOR,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,30.480556,-91.202778,Chemicals,NO,24696.9,0.0,0.0,51020.8
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,42118.0,0.0,0.0,42118.0
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,NO,40605.0,0.0,0.0,44571.0
TPC GROUP LLC,HOUSTON,HARRIS,TX,77017,29.69845,-95.254597,Chemicals,NO,1541.2,14518.7,0.0,20156.6
EVONIK CORP,THEODORE,MOBILE,AL,36582,30.516944,-88.14028,Chemicals,NO,5320.1,431.0,0.0,6200.3
DELAWARE CITY REFINERY,DELAWARE CITY,NEW CASTLE,DE,19706,39.591,-75.634,Petroleum,NO,10994.0,5.0,0.0,11044.0
TORNADO GAS PLANT,MENTONE,LOVING,TX,79754,31.980831,-103.704671,Natural Gas Processing,YES,5720.0,0.0,0.0,5720.0
NOURYON FUNCTIONAL CHEMICALS LLC,AXIS,MOBILE,AL,36505,30.969439,-88.0175,Chemicals,NO,45487.0,22.0,0.0,51588.0
BENJAMIN MOORE & CO JOHNSTOWN,JOHNSTOWN,FULTON,NY,12095,42.992519,-74.390817,Chemicals,YES,9486.71,0.0,0.0,9553.61
CHS MCPHERSON REFINERY - SRU,MCPHERSON,MCPHERSON,KS,67460,38.347278,-97.673846,Petroleum,NO,31438.0,0.0,0.0,37229.0
FLINT HILLS RESOURCES PINE BEND LLC,ROSEMOUNT,DAKOTA,MN,55068,44.764434,-93.039484,Petroleum,YES,13516.0,4.0,0.0,14931.0
UNION CARBIDE CORP TECHNOLOGY PARK OPERATIONS,SOUTH CHARLESTON,KANAWHA,WV,25303,38.354466,-81.7072,Chemicals,NO,2466.0,0.0,0.0,8391.0
SIMPLOT PHOSPHATES LLC,ROCK SPRINGS,SWEETWATER,WY,82901,41.53841,-109.12746,Chemicals,NO,247.0,0.0,0.0,992299.4
EXXONMOBIL REFINING & SUPPLY BAYTOWN REFINERY (PART),BAYTOWN,HARRIS,TX,775202099,29.739444,-95.006944,Petroleum,YES,16000.0,600.0,0.0,33600.01
ULTRAMAR INC WILMINGTON REFINERY,WILMINGTON,LOS ANGELES,CA,90744,33.7783,-118.2351,Petroleum,NO,47000.0,0.0,0.0,47000.0
PHILLIPS 66 RODEO RENEWABLE ENERGY COMPLEX,RODEO,CONTRA COSTA,CA,94572,38.0436,-122.2532,Petroleum,NO,50658.0,97.0,0.0,50843.0
CLIMAX MOLYBDENUM CO-CLIMAX MINE,CLIMAX,LAKE,CO,80429,39.368668,-106.182976,Metal Mining,NO,0.0,0.0,0.0,70000.0
ADVANSIX INC HOPEWELL PLANT,HOPEWELL,HOPEWELL (CITY),VA,23860,37.3009,-77.2722,Chemicals,NO,3405.0,63678.0,0.0,67083.0
TESORO REFINING & MARKETING COMPANY LLC - SLC,SALT LAKE CITY,SALT LAKE,UT,84103,40.791667,-111.902778,Petroleum,YES,2100.0,0.0,0.0,5825.0
CHALMETTE REFINING LLC,CHALMETTE,ST. BERNARD PARISH,LA,70043,29.936411,-89.972954,Petroleum,NO,15125.0,174.0,0.0,42931.0
EASTMAN CHEMICAL CO TENNESSEE OPERATIONS,KINGSPORT,SULLIVAN,TN,37660,36.527055,-82.53858,Chemicals,NO,7566.0,0.0,0.0,17384.0
INEOS NITRILES USA LLC,LIMA,ALLEN,OH,45804,40.71416,-84.13223,Chemicals,NO,60227.0,0.0,0.0,60408.0
FLINT HILLS RESOURCES CORPUS CHRISTI LLC - WEST PLANT,CORPUS CHRISTI,NUECES,TX,78409,27.832011,-97.525582,Petroleum,NO,23680.0,21.0,0.0,58256.0
USS-CLAIRTON PLANT,CLAIRTON,ALLEGHENY,PA,15025,40.305088,-79.876911,Petroleum,NO,5.0,51.0,0.0,32718.0
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,Petroleum,NO,381845.0,0.0,0.0,381845.0
ASSOCIATED FIBERGLASS ENTERPRISES,HALTOM CITY,TARRANT,TX,76117,32.79578,-97.24715,Plastics and Rubber,YES,17010.0,0.0,0.0,17010.0
EASTMAN CHEMICAL CO TEXAS OPERATIONS,LONGVIEW,HARRISON,TX,75602,32.438056,-94.69,Chemicals,NO,5843.0,0.0,0.0,45513.0
OSBORNE INDUSTRIES INC,OSBORNE,OSBORNE,KS,67473,39.439586,-98.686611,Plastics and Rubber,YES,19.0,0.0,0.0,17901.0
DCL - BUSHY PARK FACILITY,GOOSE CREEK,BERKELEY,SC,29445,32.983056,-79.924444,Chemicals,NO,750.0,250.0,0.0,6967.0
PLACID REFINING CO LLC,PORT ALLEN,WEST BATON ROUGE PARISH,LA,70767,30.475803,-91.208107,Petroleum,NO,10499.0,1.0,0.0,11269.0
KOPPERS INC,CICERO,COOK,IL,60804,41.821484,-87.750206,Chemicals,YES,7176.0,0.0,0.0,10813.0
TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,CARSON,LOS ANGELES,CA,90745,33.815889,-118.243953,Petroleum,NO,2700.0,1.0,0.0,5101.0
EQUISTAR CHEMICALS LP,CORPUS CHRISTI,NUECES,TX,78410,27.81,-97.593611,Chemicals,YES,4327.96,0.0,0.0,10043.18
EAST TOYAH GAS PROCESSING PLANT,PECOS,REEVES,TX,79772,31.36258,-103.68639,Natural Gas Processing,YES,10349.0,0.0,0.0,10349.0
VALERO REFINING-TEXAS LP CORPUS CHRISTI WEST PLANT,CORPUS CHRISTI,NUECES,TX,78407,27.81775,-97.482552,Petroleum,NO,11174.0,0.0,0.0,11284.3
NEVADA GOLD MINES LLC-CORTEZ DISTRICT,CRESCENT VALLEY,LANDER,NV,89821,40.205,-116.6657,Metal Mining,NO,625.0,0.0,0.0,74386.0
VALERO THREE RIVERS REFINERY,THREE RIVERS,LIVE OAK,TX,78071,28.456667,-98.190277,Petroleum,NO,6239.5,0.0,0.0,10524.501
MONROE ENERGY LLC-TRAINER REFINERY,TRAINER,DELAWARE,PA,19061,39.829311,-75.401169,Petroleum,YES,16018.0,0.0,0.0,26139.0
FORMOSA PLASTICS CORP LOUISIANA,BATON ROUGE,EAST BATON ROUGE PARISH,LA,70805,30.5038,-91.186496,Chemicals,NO,5343.0,0.0,0.0,5343.0
ESTRON CHEMICALS INC,CALVERT CITY,MARSHALL,KY,42029,37.043639,-88.354639,Chemicals,NO,7046.0,0.0,0.0,7113.0
DCP MIDSTREAM O-CONNOR GAS PLANT,KERSEY,WELD,CO,80644,40.34892,-104.57796,Natural Gas Processing,NO,7100.0,0.0,0.0,7100.0
MONTANA RESOURCES LLC,BUTTE,SILVER BOW,MT,59701,46.007588,-112.501703,Metal Mining,YES,0.0,0.0,0.0,204961.6
BP AMOCO CHEMICAL COMPANY,TEXAS CITY,GALVESTON,TX,77590,29.361045,-94.930351,Chemicals,NO,19325.0,0.0,0.0,23184.0
COMANCHE PLANT,PECOS,REEVES,TX,79772,31.315555,-103.224903,Natural Gas Processing,YES,7060.0,0.0,0.0,7065.0
LINDE- SWEENY HYDROGEN PLANT,SWEENY,BRAZORIA,TX,77480,29.06238,-95.739058,Chemicals,NO,34517.42,0.0,0.0,39815.42
ST LAWRENCE ZINC CO BALMAT 4 MINE & MILL,GOUVERNEUR,ST. LAWRENCE,NY,13642,44.265028,-75.408139,Metal Mining,YES,2.0,27.0,0.0,83173.0
PROMAN USA (PAMPA) LLC,PAMPA,GRAY,TX,79065,35.483464,-101.046767,Chemicals,NO,0.0,0.0,0.0,112030.0
VALERO RENEWABLE FUELS LLC*,AURORA,BROOKINGS,SD,57002,44.292337,-96.692437,Chemicals,YES,7272.0,0.0,0.0,7988.02
